k__Archaea	p__Candidatus_Korarchaeota	g__Candidatus_Korarchaeum	s__Candidatus_Korarchaeum_cryptofilum
k__Archaea	p__Candidatus_Micrarchaeota	s__Candidatus_Micrarchaeota_archaeon_Mia14
k__Archaea	p__Crenarchaeota	c__Thermoprotei	o__Acidilobales	f__Acidilobaceae	g__Acidilobus	s__Acidilobus_saccharovorans
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Lyssavirus	s__Aravan_lyssavirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Lyssavirus	s__Australian_bat_lyssavirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Lyssavirus	s__Bokeloh_bat_lyssavirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Lyssavirus	s__Duvenhage_lyssavirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Lyssavirus	s__European_bat_1_lyssavirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Lyssavirus	s__European_bat_2_lyssavirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Lyssavirus	s__Gannoruwa_bat_lyssavirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Lyssavirus	s__Ikoma_lyssavirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Lyssavirus	s__Irkut_lyssavirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Lyssavirus	s__Khujand_lyssavirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Lyssavirus	s__Lagos_bat_lyssavirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Lyssavirus	s__Lleida_bat_lyssavirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Lyssavirus	s__Lyssavirus_Ozernoe
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Lyssavirus	s__Mokola_lyssavirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Lyssavirus	s__Rabies_lyssavirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Lyssavirus	s__Shimoni_bat_lyssavirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Lyssavirus	s__West_Caucasian_bat_lyssavirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Novirhabdovirus	s__Hirame_novirhabdovirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Novirhabdovirus	s__Piscine_novirhabdovirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Novirhabdovirus	s__Salmonid_novirhabdovirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Novirhabdovirus	s__Snakehead_novirhabdovirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Nucleorhabdovirus	s__Datura_yellow_vein_nucleorhabdovirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Nucleorhabdovirus	s__Eggplant_mottled_dwarf_nucleorhabdovirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Nucleorhabdovirus	s__Maize_fine_streak_nucleorhabdovirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Nucleorhabdovirus	s__Maize_Iranian_mosaic_nucleorhabdovirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Nucleorhabdovirus	s__Maize_mosaic_nucleorhabdovirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Nucleorhabdovirus	s__Potato_yellow_dwarf_nucleorhabdovirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Nucleorhabdovirus	s__Rice_yellow_stunt_nucleorhabdovirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Nucleorhabdovirus	s__Sonchus_yellow_net_nucleorhabdovirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Nucleorhabdovirus	s__Taro_vein_chlorosis_nucleorhabdovirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Perhabdovirus	s__Anguillid_perhabdovirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Perhabdovirus	s__Perch_perhabdovirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Sigmavirus	s__Drosophila_melanogaster_sigmavirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Sigmavirus	s__Drosophila_obscura_sigmavirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Sprivivirus	s__Carp_sprivivirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Sprivivirus	s__Pike_fry_sprivivirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Sripuvirus	s__Almpiwar_sripuvirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Sripuvirus	s__Chaco_sripuvirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Sripuvirus	s__Niakha_sripuvirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Sripuvirus	s__Sena_Madureira_sripuvirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Sripuvirus	s__Sripur_sripuvirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Tibrovirus	s__Coastal_Plains_tibrovirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Tibrovirus	s__Sweetwater_Branch_tibrovirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Tibrovirus	s__Tibrogargan_tibrovirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Tupavirus	s__Klamath_tupavirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Tupavirus	s__Tupaia_tupavirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Varicosavirus	s__Lettuce_big-vein_associated_varicosavirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Vesiculovirus	s__Alagoas_vesiculovirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Vesiculovirus	s__American_bat_vesiculovirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Vesiculovirus	s__Chandipura_vesiculovirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Vesiculovirus	s__Cocal_vesiculovirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Vesiculovirus	s__Indiana_vesiculovirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Vesiculovirus	s__Isfahan_vesiculovirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Vesiculovirus	s__Jurona_vesiculovirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Vesiculovirus	s__Malpais_Spring_vesiculovirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Vesiculovirus	s__Maraba_vesiculovirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Vesiculovirus	s__Morreton_vesiculovirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Vesiculovirus	s__New_Jersey_vesiculovirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Vesiculovirus	s__Perinet_vesiculovirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Vesiculovirus	s__Yug_Bogdanovac_vesiculovirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	s__Bole_Tick_Virus_2
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	s__Culex_tritaeniorhynchus_rhabdovirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	s__Diachasmimorpha_longicaudata_rhabdovirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	s__Dolphin_rhabdovirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	s__Farmington_virus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	s__Fox_fecal_rhabdovirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	s__Gata_virus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	s__Huangpi_Tick_Virus_3
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	s__Inhangapi_virus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	s__Long_Island_tick_rhabdovirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	s__Moussa_virus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	s__Orgi_virus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	s__Santa_barbara_virus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	s__Sanxia_Water_Strider_Virus_5
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	s__Scophthalmus_maximus_rhabdovirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	s__Shayang_Fly_Virus_2
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	s__Shayang_Fly_Virus_3
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	s__Siniperca_chuatsi_rhabdovirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	s__Spodoptera_frugiperda_rhabdovirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	s__Sunguru_virus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	s__Tacheng_Tick_Virus_3
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	s__Tacheng_Tick_Virus_7
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	s__Taishun_Tick_Virus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	s__Tomato_yellow_mottle-associated_virus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	s__Walkabout_Creek_virus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	s__Wuhan_Ant_Virus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	s__Wuhan_Fly_Virus_2
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	s__Wuhan_House_Fly_Virus_1
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	s__Wuhan_House_Fly_Virus_2
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	s__Wuhan_Insect_virus_7
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	s__Wuhan_Louse_Fly_Virus_10
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	s__Wuhan_Mosquito_Virus_9
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	s__Wuhan_Tick_Virus_2
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	s__Xiburema_virus
k__Viruses	o__Mononegavirales	f__Sunviridae	g__Sunshinevirus	s__Reptile_sunshinevirus_1
k__Viruses	o__Mononegavirales	g__Anphevirus	s__Xincheng_anphevirus
k__Viruses	o__Mononegavirales	g__Arlivirus	s__Lishi_arlivirus
k__Viruses	o__Mononegavirales	g__Chengtivirus	s__Tacheng_chengtivirus
k__Viruses	o__Mononegavirales	g__Crustavirus	s__Wenzhou_crustavirus
k__Viruses	o__Mononegavirales	g__Wastrivirus	s__Sanxia_wastrivirus
k__Viruses	o__Mononegavirales	s__Sclerotinia_sclerotiorum_negative-stranded_RNA_virus_3
k__Viruses	o__Mononegavirales	s__Suffolk_virus
k__Viruses	o__Nidovirales	f__Arteriviridae	g__Dipartevirus	s__Wobbly_possum_disease_virus
k__Viruses	o__Nidovirales	f__Arteriviridae	g__Equartevirus	s__Equine_arteritis_virus
k__Viruses	o__Nidovirales	f__Arteriviridae	g__Nesartevirus	s__African_pouched_rat_arterivirus
k__Viruses	o__Nidovirales	f__Arteriviridae	g__Porartevirus	s__Lactate_dehydrogenase-elevating_virus
k__Viruses	o__Nidovirales	f__Arteriviridae	g__Porartevirus	s__Rat_arterivirus_1
k__Viruses	o__Nidovirales	f__Arteriviridae	g__Simartevirus	s__DeBrazza_monkey_arterivirus
k__Viruses	o__Nidovirales	f__Arteriviridae	g__Simartevirus	s__Free_State_vervet_virus
k__Viruses	o__Nidovirales	f__Arteriviridae	g__Simartevirus	s__Kafue_kinda_chacma_baboon_virus
k__Viruses	o__Nidovirales	f__Arteriviridae	g__Simartevirus	s__Kibale_red_colobus_virus_1
k__Viruses	o__Nidovirales	f__Arteriviridae	g__Simartevirus	s__Kibale_red_colobus_virus_2
k__Viruses	o__Nidovirales	f__Arteriviridae	g__Simartevirus	s__Mikumi_yellow_baboon_virus_1
k__Viruses	o__Nidovirales	f__Arteriviridae	g__Simartevirus	s__Pebjah_virus
k__Viruses	o__Nidovirales	f__Arteriviridae	g__Simartevirus	s__Simian_hemorrhagic_fever_virus
k__Viruses	o__Nidovirales	f__Arteriviridae	s__Olivier's_shrew_virus_1
k__Viruses	o__Nidovirales	f__Arteriviridae	s__Porcine_reproductive_and_respiratory_syndrome_virus
k__Viruses	o__Nidovirales	f__Arteriviridae	s__Southwest_baboon_virus_1
k__Viruses	o__Nidovirales	f__Coronaviridae	g__Alphacoronavirus	s__Alphacoronavirus_1
k__Viruses	o__Nidovirales	f__Coronaviridae	g__Alphacoronavirus	s__Bat_coronavirus_1A
k__Viruses	o__Nidovirales	f__Coronaviridae	g__Alphacoronavirus	s__Bat_coronavirus_CDPHE15
k__Viruses	o__Nidovirales	f__Coronaviridae	g__Alphacoronavirus	s__Bat_coronavirus_HKU10
k__Viruses	o__Nidovirales	f__Coronaviridae	g__Alphacoronavirus	s__BtMr-AlphaCoV/SAX2011
k__Viruses	o__Nidovirales	f__Coronaviridae	g__Alphacoronavirus	s__BtNv-AlphaCoV/SC2013
k__Viruses	o__Nidovirales	f__Coronaviridae	g__Alphacoronavirus	s__BtRf-AlphaCoV/HuB2013
k__Viruses	o__Nidovirales	f__Coronaviridae	g__Alphacoronavirus	s__BtRf-AlphaCoV/YN2012
k__Viruses	o__Nidovirales	f__Coronaviridae	g__Alphacoronavirus	s__Coronavirus_AcCoV-JC34
k__Viruses	o__Nidovirales	f__Coronaviridae	g__Alphacoronavirus	s__Ferret_coronavirus
k__Viruses	o__Nidovirales	f__Coronaviridae	g__Alphacoronavirus	s__Human_coronavirus_229E
k__Viruses	o__Nidovirales	f__Coronaviridae	g__Alphacoronavirus	s__Human_coronavirus_NL63
k__Viruses	o__Nidovirales	f__Coronaviridae	g__Alphacoronavirus	s__Lucheng_Rn_rat_coronavirus
k__Viruses	o__Nidovirales	f__Coronaviridae	g__Alphacoronavirus	s__Miniopterus_bat_coronavirus_HKU8
k__Viruses	o__Nidovirales	f__Coronaviridae	g__Alphacoronavirus	s__Mink_coronavirus_1
k__Viruses	o__Nidovirales	f__Coronaviridae	g__Alphacoronavirus	s__NL63-related_bat_coronavirus
k__Viruses	o__Nidovirales	f__Coronaviridae	g__Alphacoronavirus	s__Porcine_epidemic_diarrhea_virus
k__Viruses	o__Nidovirales	f__Coronaviridae	g__Alphacoronavirus	s__Rhinolophus_bat_coronavirus_HKU2
k__Viruses	o__Nidovirales	f__Coronaviridae	g__Alphacoronavirus	s__Scotophilus_bat_coronavirus_512
k__Viruses	o__Nidovirales	f__Coronaviridae	g__Alphacoronavirus	s__Wencheng_Sm_shrew_coronavirus
k__Viruses	o__Nidovirales	f__Coronaviridae	g__Bafinivirus	s__White_bream_virus
k__Viruses	o__Nidovirales	f__Coronaviridae	g__Betacoronavirus	s__Bat_Hp-betacoronavirus/Zhejiang2013
k__Viruses	o__Nidovirales	f__Coronaviridae	g__Betacoronavirus	s__Betacoronavirus_1
k__Viruses	o__Nidovirales	f__Coronaviridae	g__Betacoronavirus	s__Betacoronavirus_HKU24
k__Viruses	o__Nidovirales	f__Coronaviridae	g__Betacoronavirus	s__Hedgehog_coronavirus_1
k__Viruses	o__Nidovirales	f__Coronaviridae	g__Betacoronavirus	s__Human_coronavirus_HKU1
k__Viruses	o__Nidovirales	f__Coronaviridae	g__Betacoronavirus	s__Middle_East_respiratory_syndrome-related_coronavirus
k__Viruses	o__Nidovirales	f__Coronaviridae	g__Betacoronavirus	s__Murine_coronavirus
k__Viruses	o__Nidovirales	f__Coronaviridae	g__Betacoronavirus	s__Pipistrellus_bat_coronavirus_HKU5
k__Viruses	o__Nidovirales	f__Coronaviridae	g__Betacoronavirus	s__Rabbit_coronavirus_HKU14
k__Viruses	o__Nidovirales	f__Coronaviridae	g__Betacoronavirus	s__Rousettus_bat_coronavirus_HKU9
k__Viruses	o__Nidovirales	f__Coronaviridae	g__Betacoronavirus	s__Severe_acute_respiratory_syndrome-related_coronavirus
k__Viruses	o__Nidovirales	f__Coronaviridae	g__Betacoronavirus	s__Tylonycteris_bat_coronavirus_HKU4
k__Viruses	o__Nidovirales	f__Coronaviridae	g__Deltacoronavirus	s__Common_moorhen_coronavirus_HKU21
k__Viruses	o__Nidovirales	f__Coronaviridae	g__Deltacoronavirus	s__Coronavirus_HKU15
k__Viruses	o__Nidovirales	f__Coronaviridae	g__Deltacoronavirus	s__Magpie-robin_coronavirus_HKU18
k__Viruses	o__Nidovirales	f__Coronaviridae	g__Deltacoronavirus	s__Munia_coronavirus_HKU13
k__Viruses	o__Nidovirales	f__Coronaviridae	g__Deltacoronavirus	s__Night_heron_coronavirus_HKU19
k__Viruses	o__Nidovirales	f__Coronaviridae	g__Deltacoronavirus	s__Sparrow_coronavirus_HKU17
k__Viruses	o__Nidovirales	f__Coronaviridae	g__Deltacoronavirus	s__Thrush_coronavirus_HKU12
k__Viruses	o__Nidovirales	f__Coronaviridae	g__Deltacoronavirus	s__White-eye_coronavirus_HKU16
k__Viruses	o__Nidovirales	f__Coronaviridae	g__Deltacoronavirus	s__Wigeon_coronavirus_HKU20
k__Viruses	o__Nidovirales	f__Coronaviridae	g__Gammacoronavirus	s__Avian_coronavirus
k__Viruses	o__Nidovirales	f__Coronaviridae	g__Gammacoronavirus	s__Beluga_whale_coronavirus_SW1
k__Viruses	o__Nidovirales	f__Coronaviridae	g__Torovirus	s__Bovine_torovirus
k__Viruses	o__Nidovirales	f__Coronaviridae	g__Torovirus	s__Goat_torovirus
k__Viruses	o__Nidovirales	f__Coronaviridae	g__Torovirus	s__Porcine_torovirus
k__Viruses	o__Nidovirales	f__Coronaviridae	s__Ball_python_nidovirus_1
k__Viruses	o__Nidovirales	f__Coronaviridae	s__Bat_coronavirus
k__Viruses	o__Nidovirales	f__Coronaviridae	s__Bat_coronavirus_BM48-31/BGR/2008
k__Viruses	o__Nidovirales	f__Coronaviridae	s__Bovine_nidovirus_1
k__Viruses	o__Nidovirales	f__Coronaviridae	s__Chinook_salmon_nidovirus_1
k__Viruses	o__Nidovirales	f__Coronaviridae	s__Rousettus_bat_coronavirus
k__Viruses	o__Nidovirales	f__Coronaviridae	s__unidentified_human_coronavirus
k__Viruses	o__Nidovirales	f__Mesoniviridae	g__Alphamesonivirus	s__Alphamesonivirus_1
k__Viruses	o__Nidovirales	f__Mesoniviridae	g__Alphamesonivirus	s__Alphamesonivirus_4
k__Viruses	o__Nidovirales	f__Mesoniviridae	g__Alphamesonivirus	s__Alphamesonivirus_5
k__Viruses	o__Nidovirales	f__Mesoniviridae	s__Dianke_virus
k__Viruses	o__Nidovirales	f__Mesoniviridae	s__Mesonivirus_1
k__Viruses	o__Nidovirales	f__Mesoniviridae	s__Mesonivirus_2
k__Viruses	o__Nidovirales	f__Roniviridae	g__Okavirus	s__Gill-associated_virus
k__Viruses	o__Nidovirales	s__Morelia_viridis_nidovirus
k__Viruses	o__Ortervirales	f__Caulimoviridae	g__Badnavirus	s__Banana_streak_CA_virus
k__Viruses	o__Ortervirales	f__Caulimoviridae	g__Badnavirus	s__Banana_streak_GF_virus
k__Viruses	o__Ortervirales	f__Caulimoviridae	g__Badnavirus	s__Banana_streak_IM_virus
k__Viruses	o__Ortervirales	f__Caulimoviridae	g__Badnavirus	s__Banana_streak_MY_virus
k__Viruses	o__Ortervirales	f__Caulimoviridae	g__Badnavirus	s__Banana_streak_OL_virus
k__Viruses	o__Ortervirales	f__Caulimoviridae	g__Badnavirus	s__Banana_streak_UA_virus
k__Viruses	o__Ortervirales	f__Caulimoviridae	g__Badnavirus	s__Banana_streak_UI_virus
k__Viruses	o__Ortervirales	f__Caulimoviridae	g__Badnavirus	s__Banana_streak_UL_virus
k__Viruses	o__Ortervirales	f__Caulimoviridae	g__Badnavirus	s__Banana_streak_UM_virus
k__Viruses	o__Ortervirales	f__Caulimoviridae	g__Badnavirus	s__Banana_streak_virus
k__Viruses	o__Ortervirales	f__Caulimoviridae	g__Badnavirus	s__Banana_streak_VN_virus
k__Viruses	o__Ortervirales	f__Caulimoviridae	g__Badnavirus	s__Blackberry_Virus_F
k__Viruses	o__Ortervirales	f__Caulimoviridae	g__Badnavirus	s__Bougainvillea_chlorotic_vein_banding_virus
k__Viruses	o__Ortervirales	f__Caulimoviridae	g__Badnavirus	s__Cacao_mild_mosaic_virus
k__Viruses	o__Ortervirales	f__Caulimoviridae	g__Badnavirus	s__Cacao_swollen_shoot_virus
k__Viruses	o__Ortervirales	f__Caulimoviridae	g__Badnavirus	s__Cacao_yellow_vein_banding_virus
k__Viruses	o__Ortervirales	f__Caulimoviridae	g__Badnavirus	s__Canna_yellow_mottle-associated_virus
k__Viruses	o__Ortervirales	f__Caulimoviridae	g__Badnavirus	s__Citrus_yellow_mosaic_virus
k__Viruses	o__Ortervirales	f__Caulimoviridae	g__Badnavirus	s__Commelina_yellow_mottle_virus
k__Viruses	o__Ortervirales	f__Caulimoviridae	g__Badnavirus	s__Cycad_leaf_necrosis_virus
k__Viruses	o__Ortervirales	f__Caulimoviridae	g__Badnavirus	s__Dioscorea_bacilliform_virus
k__Viruses	o__Ortervirales	f__Caulimoviridae	g__Badnavirus	s__Dracaena_mottle_virus
k__Viruses	o__Ortervirales	f__Caulimoviridae	g__Badnavirus	s__Fig_badnavirus_1
k__Viruses	o__Ortervirales	f__Caulimoviridae	g__Badnavirus	s__Gooseberry_vein_banding_associated_virus
k__Viruses	o__Ortervirales	f__Caulimoviridae	g__Badnavirus	s__Grapevine_Roditis_leaf_discoloration-associated_virus
k__Viruses	o__Ortervirales	f__Caulimoviridae	g__Badnavirus	s__Grapevine_vein_clearing_virus
k__Viruses	o__Ortervirales	f__Caulimoviridae	g__Badnavirus	s__Hibiscus_bacilliform_virus_GD1
k__Viruses	o__Ortervirales	f__Caulimoviridae	g__Badnavirus	s__Kalanchoe_top-spotting_virus
k__Viruses	o__Ortervirales	f__Caulimoviridae	g__Badnavirus	s__Mulberry_badnavirus_1
k__Viruses	o__Ortervirales	f__Caulimoviridae	g__Badnavirus	s__Pagoda_yellow_mosaic_associated_virus
k__Viruses	o__Ortervirales	f__Caulimoviridae	g__Badnavirus	s__Pelargonium_vein_banding_virus
k__Viruses	o__Ortervirales	f__Caulimoviridae	g__Badnavirus	s__Pineapple_bacilliform_CO_virus
k__Viruses	o__Ortervirales	f__Caulimoviridae	g__Badnavirus	s__Piper_yellow_mottle_virus
k__Viruses	o__Ortervirales	f__Caulimoviridae	g__Badnavirus	s__Rubus_yellow_net_virus
k__Viruses	o__Ortervirales	f__Caulimoviridae	g__Badnavirus	s__Sugarcane_bacilliform_Guadeloupe_D_virus
k__Viruses	o__Ortervirales	f__Caulimoviridae	g__Badnavirus	s__Sugarcane_bacilliform_IM_virus
k__Viruses	o__Ortervirales	f__Caulimoviridae	g__Badnavirus	s__Sugarcane_bacilliform_MO_virus
k__Viruses	o__Ortervirales	f__Caulimoviridae	g__Badnavirus	s__Sweet_potato_badnavirus_B
k__Viruses	o__Ortervirales	f__Caulimoviridae	g__Badnavirus	s__Sweet_potato_pakakuy_virus
k__Viruses	o__Ortervirales	f__Caulimoviridae	g__Badnavirus	s__Taro_bacilliform_CH_virus
k__Viruses	o__Ortervirales	f__Caulimoviridae	g__Badnavirus	s__Taro_bacilliform_virus
k__Viruses	o__Ortervirales	f__Caulimoviridae	g__Badnavirus	s__Wisteria_badnavirus_1
k__Viruses	o__Ortervirales	f__Caulimoviridae	g__Badnavirus	s__Yacon_necrotic_mottle_virus
k__Viruses	o__Ortervirales	f__Caulimoviridae	g__Caulimovirus	s__Atractylodes_mild_mottle_virus
k__Viruses	o__Ortervirales	f__Caulimoviridae	g__Caulimovirus	s__Carnation_etched_ring_virus
k__Viruses	o__Ortervirales	f__Caulimoviridae	g__Caulimovirus	s__Cauliflower_mosaic_virus
k__Viruses	o__Ortervirales	f__Caulimoviridae	g__Caulimovirus	s__Dahlia_mosaic_virus
k__Viruses	o__Ortervirales	f__Caulimoviridae	g__Caulimovirus	s__Eupatorium_vein_clearing_virus
k__Viruses	o__Ortervirales	f__Caulimoviridae	g__Caulimovirus	s__Figwort_mosaic_virus
k__Viruses	o__Ortervirales	f__Caulimoviridae	g__Caulimovirus	s__Horseradish_latent_virus
k__Viruses	o__Ortervirales	f__Caulimoviridae	g__Caulimovirus	s__Lamium_leaf_distortion_virus
k__Viruses	o__Ortervirales	f__Caulimoviridae	g__Caulimovirus	s__Mirabilis_mosaic_virus
k__Viruses	o__Ortervirales	f__Caulimoviridae	g__Caulimovirus	s__Soybean_Putnam_virus
k__Viruses	o__Ortervirales	f__Caulimoviridae	g__Caulimovirus	s__Strawberry_vein_banding_virus
k__Viruses	o__Ortervirales	f__Caulimoviridae	g__Cavemovirus	s__Cassava_vein_mosaic_virus
k__Viruses	o__Ortervirales	f__Caulimoviridae	g__Cavemovirus	s__Sweet_potato_collusive_virus
k__Viruses	o__Ortervirales	f__Caulimoviridae	g__Petuvirus	s__Petunia_vein_clearing_virus
k__Viruses	o__Ortervirales	f__Caulimoviridae	g__Rosadnavirus	s__Rose_yellow_vein_virus
k__Viruses	o__Ortervirales	f__Caulimoviridae	g__Solendovirus	s__Sweet_potato_vein_clearing_virus
k__Viruses	o__Ortervirales	f__Caulimoviridae	g__Solendovirus	s__Tobacco_vein_clearing_virus
k__Viruses	o__Ortervirales	f__Caulimoviridae	g__Soymovirus	s__Blueberry_red_ringspot_virus
k__Viruses	o__Ortervirales	f__Caulimoviridae	g__Soymovirus	s__Cestrum_yellow_leaf_curling_virus
k__Viruses	o__Ortervirales	f__Caulimoviridae	g__Soymovirus	s__Peanut_chlorotic_streak_virus
k__Viruses	o__Ortervirales	f__Caulimoviridae	g__Soymovirus	s__Soybean_chlorotic_mottle_virus
k__Viruses	o__Ortervirales	f__Caulimoviridae	g__Soymovirus	s__Water_chestnut_soymovirus_1
k__Viruses	o__Ortervirales	f__Caulimoviridae	g__Tungrovirus	s__Rice_tungro_bacilliform_virus
k__Viruses	o__Ortervirales	f__Caulimoviridae	s__Blueberry_fruit_drop_associated_virus
k__Viruses	o__Ortervirales	f__Caulimoviridae	s__Jujube_mosaic-associated_virus
k__Viruses	o__Ortervirales	f__Caulimoviridae	s__Rudbeckia_flower_distortion_virus
k__Viruses	o__Ortervirales	f__Retroviridae	g__Alpharetrovirus	s__Avian_carcinoma_virus
k__Viruses	o__Ortervirales	f__Retroviridae	g__Alpharetrovirus	s__Avian_leukosis_virus
k__Viruses	o__Ortervirales	f__Retroviridae	g__Alpharetrovirus	s__Avian_myelocytomatosis_virus
k__Viruses	o__Ortervirales	f__Retroviridae	g__Alpharetrovirus	s__Fujinami_sarcoma_virus
k__Viruses	o__Ortervirales	f__Retroviridae	g__Alpharetrovirus	s__Rous_sarcoma_virus
k__Viruses	o__Ortervirales	f__Retroviridae	g__Alpharetrovirus	s__UR2_sarcoma_virus
k__Viruses	o__Ortervirales	f__Retroviridae	g__Alpharetrovirus	s__Y73_sarcoma_virus
k__Viruses	o__Ortervirales	f__Retroviridae	g__Betaretrovirus	s__Bovine_retrovirus_CH15
k__Viruses	o__Ortervirales	f__Retroviridae	g__Betaretrovirus	s__Desmodus_rotundus_endogenous_retrovirus
k__Viruses	o__Ortervirales	f__Retroviridae	g__Betaretrovirus	s__Enzootic_nasal_tumour_virus_of_goats
k__Viruses	o__Ortervirales	f__Retroviridae	g__Betaretrovirus	s__Jaagsiekte_sheep_retrovirus
